  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_163638_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  [t=106.0] pos=(-3116.9,-1537.5) psi= +28.1deg wp=2 xte=+42.6m obs_d=114m ok=1 comp=1142.4ms solve=1141.5ms RT=1.14 obs=10 fb=0
  [t=108.0] pos=(-3111.5,-1534.7) psi= +27.7deg wp=2 xte=+37.1m obs_d=110m ok=1 comp=1159.0ms solve=1152.6ms RT=1.16 obs=10 fb=0
  [t=109.0] pos=(-3108.8,-1533.3) psi= +27.5deg wp=2 xte=+34.3m obs_d=109m ok=1 comp=1950.0ms solve=1947.5ms RT=1.95 obs=10 fb=0
  [t=110.0] pos=(-3106.0,-1531.8) psi= +27.3deg wp=2 xte=+31.5m obs_d=107m ok=1 comp=1388.6ms solve=1387.0ms RT=1.39 obs=10 fb=0
  [t=111.0] pos=(-3103.3,-1530.2) psi= +27.1deg wp=2 xte=+28.6m obs_d=106m ok=1 comp=1570.6ms solve=1568.9ms RT=1.57 obs=10 fb=0
  [t=112.0] pos=(-3100.5,-1528.5) psi= +26.8deg wp=2 xte=+25.6m obs_d=104m ok=1 comp=1753.5ms solve=1748.6ms RT=1.75 obs=10 fb=0
  [t=113.0] pos=(-3097.7,-1526.8) psi= +26.6deg wp=2 xte=+22.6m obs_d=103m ok=1 comp=1942.4ms solve=1940.1ms RT=1.94 obs=10 fb=0
  [t=114.0] pos=(-3094.9,-1525.1) psi= +26.4deg wp=2 xte=+19.5m obs_d=102m ok=1 comp=1768.2ms solve=1766.7ms RT=1.77 obs=10 fb=0
  [t=115.0] pos=(-3091.9,-1523.2) psi= +26.3deg wp=2 xte=+16.4m obs_d=101m ok=1 comp=1196.1ms solve=1194.2ms RT=1.20 obs=10 fb=0
  [t=116.0] pos=(-3088.8,-1521.2) psi= +26.2deg wp=2 xte=+13.1m obs_d=100m ok=1 comp=1581.7ms solve=1579.6ms RT=1.58 obs=10 fb=0
